date, pm25, pm10, o3, no2, so2, co
2015/9/28, 49, 44, 53, 17, 6, 6
2015/9/29, 71, 49, 65, 26, 11, 
2015/9/30, 88, 48, 40, 26, 6, 
2015/10/1, 84, 54, 37, 30, 11, 
2015/4/2, 57, , 34, 23, 21, 4
2015/4/3, 47, , 40, 18, 10, 4
2015/4/4, 51, , 45, 14, 6, 4
2015/4/5, 49, , 35, 17, 3, 5
2015/4/6, 45, , 23, 20, 11, 7
2015/4/7, 56, , 32, 19, 9, 
2015/4/8, 50, , 36, 22, 16, 5
2015/4/9, 51, , 30, 20, 9, 5
2015/4/10, 50, , 33, 23, 15, 7
2015/4/11, 54, , 36, 20, 13, 6
2015/4/12, 54, , 31, 16, 14, 4
2015/4/13, 43, , 33, 17, 15, 6
2015/4/14, 45, , 25, 20, 15, 
2015/4/15, 58, , 33, 24, 14, 6
2015/4/16, 62, , 26, 26, 11, 7
2015/4/17, 52, , 28, 29, 12, 8
2015/4/18, 64, , 42, 27, 10, 7
2015/4/19, 67, , 29, 28, 19, 7
2015/4/20, 62, , 29, 29, 19, 9
2015/4/21, 64, , 23, 22, 19, 
2015/4/22, 48, , 29, 18, 15, 4
2015/4/23, 56, , 24, 19, 20, 5
2015/4/24, 62, , 22, 16, 10, 5
2015/4/25, 50, , 23, 20, 22, 5
2015/4/26, 57, , 24, 19, 25, 6
2015/4/27, 58, , 24, 15, 12, 5
2015/4/28, 42, , 26, 17, 14, 
2015/4/29, 56, , 29, 20, 15, 
2015/4/30, 59, , 15, 28, 28, 
2015/5/1, 75, , , , , 
2015/5/5, 61, , 27, 28, 12, 
2015/5/6, 54, , 25, 23, 12, 7
2015/5/7, 54, , 27, 16, 8, 6
2015/5/8, 42, , 29, 16, 6, 8
2015/5/9, 48, , 23, 14, 5, 7
2015/5/10, 45, , 19, 11, 5, 7
2015/5/11, 45, , 28, 15, 7, 9
2015/5/12, 45, , 21, 20, 16, 
2015/5/13, 58, , 17, 16, 9, 4
2015/5/14, 42, , 16, 16, 10, 5
2015/5/15, 52, , 32, 18, 7, 4
2015/5/16, 59, , 24, 22, 21, 5
2015/5/17, 66, , 43, 16, 6, 5
2015/5/18, 63, , 20, 14, 10, 6
2015/5/19, 53, , 26, 17, 11, 
2015/5/20, 78, , 24, 19, 9, 7
2015/5/21, 67, , 21, 16, 11, 5
2015/5/22, 51, , 29, 19, 11, 7
2015/5/23, 65, , 27, 16, 11, 8
2015/5/24, 54, , 44, 13, 6, 6
2015/5/25, 46, , 16, 21, 15, 5
2015/5/26, 65, , 30, 18, 15, 
2015/5/27, 58, , 26, 15, 9, 
2015/5/28, 51, , 14, 18, 12, 
2015/5/29, 56, , 25, 17, 17, 
2015/5/30, 61, , 27, 18, 15, 
2015/5/31, 52, , 23, 12, 10, 
2015/6/1, 50, , 21, 14, 10, 8
2015/6/2, 41, , 29, 15, 6, 6
2015/6/3, 43, , 27, 15, 9, 5
2015/6/4, 48, , 30, 17, 7, 6
2015/6/5, 51, , 31, 18, 8, 7
2015/6/6, 54, , 33, 13, 5, 6
2015/6/7, 59, , 31, 7, 2, 4
2015/6/8, 43, , 22, 13, 9, 4
2015/6/9, 46, , 26, 15, 14, 4
2015/6/10, 56, , 26, 14, 9, 4
2015/6/11, 57, , 28, 14, 12, 5
2015/6/12, 56, , 24, 15, 10, 6
2015/6/13, 44, , 21, 12, 7, 4
2015/6/14, 45, , 35, 12, 5, 5
2015/6/15, 50, , 29, 13, 5, 5
2015/6/16, 51, , 27, 17, 7, 7
2015/6/17, 54, , 26, 14, 6, 6
2015/6/18, 47, , 25, 15, 6, 5
2015/6/19, 41, , 31, 13, 3, 4
2015/6/20, 37, , 29, 12, 5, 4
2015/6/21, 45, , 31, 11, 4, 4
2015/6/22, 49, , 25, 12, 4, 5
2015/6/23, 52, , 25, 10, 4, 4
2015/6/24, 46, , 22, 14, 8, 4
2015/6/25, 44, , 29, 15, 3, 4
2015/6/26, 37, , 29, 19, 13, 4
2015/6/27, 39, , 38, 11, 3, 3
2015/6/28, 36, , 33, 13, 5, 4
2015/6/29, 29, , 28, 13, 3, 4
2015/6/30, 38, , 34, 19, 6, 
2015/7/1, 53, 42, , 14, 5, 
2015/1/2, 91, , 29, 13, 10, 4
2015/1/3, 40, , 30, 12, 4, 5
2015/1/4, 53, , 30, 16, 21, 4
2015/1/5, 47, , 27, 23, 19, 5
2015/1/6, 56, , 36, 17, 6, 6
2015/1/7, 42, , 31, 17, 11, 5
2015/1/8, 50, , 26, 24, 32, 4
2015/1/9, 68, , 25, 17, 15, 9
2015/1/10, 53, , 27, 19, 17, 5
2015/1/11, 46, , 30, 18, 11, 6
2015/1/12, 44, , 25, 19, 20, 5
2015/1/13, 49, , 29, 18, 23, 4
2015/1/14, 56, , 34, 20, 18, 5
2015/1/15, 59, , 32, 19, 15, 5
2015/1/16, 52, , 29, 25, 17, 7
2015/1/17, 64, , 23, 25, 14, 6
2015/1/18, 49, , 28, 66, 11, 4
2015/1/19, 45, , 31, 27, 9, 4
2015/1/20, 39, , 18, 19, 12, 5
2015/1/21, 49, , 24, 16, 15, 4
2015/1/22, 47, , 23, 17, 19, 4
2015/1/23, 40, , 21, 18, 8, 5
2015/1/24, 52, , 29, 17, 12, 6
2015/1/25, 53, , 41, 11, 9, 4
2015/1/26, 47, , 24, 16, 13, 5
2015/1/27, 55, , 26, 14, 15, 
2015/1/28, 60, , 27, 14, 10, 
2015/1/29, 56, , 27, 19, 17, 
2015/1/30, 60, , 23, 20, 18, 
2015/1/31, 62, , 29, 10, 7, 
2015/2/1, 40, , 26, 12, 8, 6
2015/2/2, 62, , 26, 15, 17, 6
2015/2/3, 52, , 23, 15, 15, 4
2015/2/4, 54, , 21, 15, 11, 4
2015/2/5, 59, , 27, 15, 14, 3
2015/2/6, 53, , 30, 20, 14, 5
2015/2/7, 64, , 22, 24, 14, 5
2015/2/8, 52, , 34, 13, 6, 3
2015/2/9, 38, , 15, 10, 11, 2
2015/2/10, 27, , 31, 12, 14, 
2015/2/11, 38, , 10, 6, 2, 
2015/2/12, 26, , 31, 17, 15, 3
2015/2/13, 56, , 29, 17, 14, 4
2015/2/14, 62, , 23, 17, 12, 5
2015/2/15, 55, , 45, 12, 6, 4
2015/2/16, 52, , 45, 13, 10, 4
2015/2/17, 54, , 46, 14, 14, 
2015/2/18, 52, , 36, 16, 19, 2
2015/2/19, 48, , 14, 15, 20, 3
2015/2/20, 36, , 31, 20, 16, 3
2015/2/21, 49, , 42, 18, 13, 3
2015/2/22, 50, , 56, 18, 15, 3
2015/2/23, 53, , 47, 26, 10, 5
2015/2/24, 59, , 48, 22, 17, 
2015/2/25, 67, , 53, 22, 17, 
2015/2/26, 63, , 53, 21, 12, 
2015/2/27, 64, , 36, 28, 14, 
2015/2/28, 63, , 30, 30, 32, 
2015/3/1, 74, , 37, 22, 26, 3
2015/3/2, 54, , 24, 22, 7, 4
2015/3/3, 51, , 42, 20, 14, 
2015/3/4, 57, , 32, 21, 19, 5
2015/3/5, 49, , 44, 19, 10, 4
2015/3/6, 52, , 27, 25, 21, 5
2015/3/7, 63, , 30, 14, 8, 4
2015/3/8, 45, , 30, 17, 18, 5
2015/3/9, 61, , 25, 17, 17, 5
2015/3/10, 55, , 26, 19, 30, 
2015/3/11, 55, , 23, 20, 32, 5
2015/3/12, 59, , 27, 22, 39, 4
2015/3/13, 66, , 23, 17, 16, 4
2015/3/14, 47, , 28, 16, 12, 4
2015/3/15, 41, , 27, 15, 14, 3
2015/3/16, 44, , 27, 19, 14, 4
2015/3/17, 50, , 18, 22, 16, 
2015/3/18, 46, , 19, 18, 9, 5
2015/3/19, 38, , 23, 23, 15, 5
2015/3/20, 57, , 23, 21, 6, 4
2015/3/21, 42, , 36, 14, 11, 3
2015/3/22, 50, , 1, 17, 20, 4
2015/3/23, 54, , , , 12, 5
2014/11/2, 66, , 34, 26, 14, 5
2014/11/3, 70, , 36, 21, 16, 3
2014/11/4, 60, , 30, , 12, 4
2014/11/5, 55, , 36, , 15, 4
2014/11/6, 57, , 39, , 22, 4
2014/11/7, 65, , 43, , 11, 3
2014/11/8, 68, , 33, , 16, 4
2014/11/9, 63, , 48, , 8, 4
2014/11/10, 53, , 24, , 11, 4
2014/11/11, 51, , 31, , 9, 5
2014/11/12, 51, , 15, , 15, 3
2014/11/13, 46, , 28, 16, 13, 4
2014/11/14, 54, , 30, 19, 12, 5
2014/11/15, 51, , 35, 25, 17, 4
2014/11/16, 49, , 33, 21, 14, 4
2014/11/17, 58, , 28, 22, 12, 4
2014/11/18, 56, , 34, 21, 20, 4
2014/11/19, 56, , 25, 23, 16, 4
2014/11/20, 53, , 31, 26, 19, 4
2014/11/21, 61, , 20, 29, 21, 5
2014/11/22, 63, , 25, 23, 20, 4
2014/11/23, 57, , 31, 21, 15, 5
2014/11/24, 52, , 26, 23, 14, 6
2014/11/25, 62, , 30, 24, 18, 5
2014/11/26, 64, , 32, 19, 12, 4
2014/11/27, 50, , 30, 23, 15, 4
2014/11/28, 60, , 35, 22, 13, 5
2014/11/29, 60, , 27, 23, 24, 5
2014/11/30, 70, , 28, 19, 21, 5
2014/12/1, 56, , , , , 
2016/8/5, , 44, 48, 18, 7, 6
2016/8/22, , 64, 60, 12, 3, 4
2015/11/10, , 40, 41, 21, 13, 
2015/7/2, , 32, 25, 16, 5, 
2022/2/11, , , 33, , 16, 4
2022/1/3, , , 55, , 11, 4
2021/12/20, , , 20, , 7, 6
2022/1/2, , , 45, , 10, 4
2021/8/5, , , 50, , 3, 5
2021/6/21, , , 28, , 6, 5
2021/1/5, , , 28, , 1, 4
2021/1/6, , , 29, , 3, 4
2021/1/7, , , 35, , 3, 3
2021/1/8, , , 42, , 3, 3
2021/1/9, , , 32, , 3, 5
2021/1/10, , , 40, , 5, 4
2021/1/11, , , 41, , 4, 4
2021/1/12, , , 34, , 4, 4
2021/1/13, , , 40, , 7, 4
2021/1/14, , , 28, , 6, 4
2021/1/15, , , 39, , 6, 4
2021/1/16, , , 43, , 4, 4
2021/1/17, , , 40, , 4, 4
2021/1/18, , , 41, , 3, 3
2021/1/19, , , 39, , 5, 4
2021/1/20, , , 45, , 6, 4
2021/1/21, , , 47, , 6, 4
2021/1/22, , , 39, , 4, 4
2021/1/23, , , 27, , 4, 4
2021/1/24, , , 44, , 6, 5
2021/1/25, , , 38, , 6, 4
2021/1/26, , , 36, , 8, 5
2021/1/27, , , 36, , 4, 4
2021/1/28, , , 40, , 4, 4
2021/1/29, , , 46, , 4, 4
2021/1/30, , , 47, , 4, 4
2021/1/31, , , 41, , 4, 5
2021/2/1, , , 36, , 5, 5
2021/2/2, , , 38, , 5, 5
2021/2/3, , , 37, , 5, 4
2021/2/4, , , 37, , 6, 5
2021/2/5, , , 47, , 6, 5
2021/2/6, , , 32, , 5, 6
2021/2/7, , , 41, , 6, 6
2021/2/8, , , 39, , 5, 5
2021/2/9, , , 40, , 3, 6
2021/2/10, , , 50, , 3, 6
2021/2/11, , , 54, , 2, 5
2021/2/12, , , 43, , , 4
2021/2/13, , , 45, , , 5
2021/2/14, , , 9, , , 4
2021/2/16, , , 44, , 3, 6
2021/2/17, , , 39, , , 5
2021/2/18, , , 46, , 2, 5
2021/2/19, , , 36, , , 4
2021/2/20, , , 25, , , 5
2021/2/21, , , 34, , 3, 5
2021/2/22, , , 33, , , 5
2021/2/23, , , 28, , , 4
2021/2/24, , , 57, , 3, 5
2021/2/25, , , 35, , 2, 6
2021/2/26, , , 29, , 2, 5
2021/2/27, , , 33, , 1, 5
2021/2/28, , , 42, , 2, 6
2021/3/1, , , 44, , 1, 6
2021/3/2, , , 36, , 1, 6
2021/3/3, , , 22, , 3, 6
2021/3/4, , , 40, , 2, 6
2021/3/5, , , 46, , 3, 7
2021/3/6, , , 36, , 2, 8
2021/3/7, , , 61, , 2, 7
2021/3/8, , , 48, , 5, 6
2021/3/9, , , 31, , 2, 7
2021/3/14, , , 43, , 3, 8
2021/3/15, , , 41, , 2, 7
2021/3/16, , , 39, , 2, 6
2021/3/17, , , 43, , 5, 8
2021/3/18, , , 31, , 4, 8
2021/3/19, , , 38, , 2, 7
2021/3/20, , , 49, , 4, 11
2021/3/21, , , 42, , 3, 9
2021/3/22, , , 46, , 3, 6
2021/3/23, , , 33, , 2, 7
2021/3/24, , , 40, , 3, 8
2021/3/25, , , 58, , 6, 8
2021/3/26, , , 68, , 6, 10
2021/3/27, , , 57, , 5, 9
2021/3/28, , , 60, , 6, 10
2021/3/29, , , 53, , 4, 7
2021/3/30, , , 32, , 4, 7
2021/3/31, , , 27, , 3, 7
2020/10/2, , , 46, , 3, 5
2020/10/3, , , 54, , 17, 7
2020/10/4, , , 31, , 10, 6
2020/10/5, , , 43, , 2, 5
2020/10/6, , , 52, , 3, 6
2020/10/7, , , 68, , 3, 5
2020/10/8, , , 57, , 2, 5
2020/10/9, , , 70, , 2, 5
2020/10/10, , , 77, , 2, 6
2020/10/11, , , 83, , 2, 5
2020/10/12, , , 80, , 1, 5
2020/10/13, , , 64, , 3, 5
2020/10/14, , , 55, , 5, 6
2020/10/15, , , 51, , 3, 6
2020/10/16, , , 58, , 4, 6
2020/10/17, , , 42, , 3, 6
2020/10/18, , , 37, , 3, 7
2020/10/19, , , 47, , 3, 7
2020/10/20, , , 41, , 7, 6
2020/10/21, , , 47, , 11, 5
2020/10/22, , , 32, , 9, 5
2020/10/23, , , 37, , 8, 4
2020/10/24, , , 41, , 6, 6
2020/10/25, , , 53, , 3, 5
2020/10/26, , , 61, , 8, 5
2020/10/27, , , 45, , 10, 5
2020/10/28, , , 20, , 16, 3
2020/10/29, , , 28, , 11, 4
2020/10/30, , , 66, , 9, 4
2020/10/31, , , 42, , 9, 4
2020/11/1, , , 56, , 3, 4
2020/11/2, , , 66, , 12, 3
2020/11/3, , , 56, , 12, 3
2020/11/4, , , 54, , 13, 4
2020/11/5, , , 54, , 21, 5
2020/11/6, , , 69, , 20, 5
2020/11/7, , , 51, , 13, 5
2020/11/8, , , 52, , 9, 4
2020/11/9, , , 64, , 13, 5
2020/11/10, , , 54, , 12, 6
2020/11/11, , , 56, , 15, 4
2020/11/12, , , 44, , 16, 3
2020/11/13, , , 51, , 6, 3
2020/11/14, , , 48, , 14, 3
2020/11/15, , , 41, , 16, 3
2020/11/16, , , 46, , 12, 4
2020/11/17, , , 40, , 14, 4
2020/11/18, , , 33, , 13, 4
2020/11/19, , , 41, , 15, 4
2020/11/20, , , 22, , 7, 4
2020/11/21, , , 26, , 6, 4
2020/11/22, , , 38, , 6, 3
2020/11/23, , , 56, , 7, 5
2020/11/24, , , 31, , 7, 4
2020/11/25, , , 30, , 13, 4
2020/11/26, , , 37, , 16, 4
2020/11/27, , , 39, , 10, 5
2020/11/28, , , 28, , 8, 5
2020/11/29, , , 46, , 6, 3
2020/11/30, , , 64, , 8, 2
2020/12/1, , , 37, , 7, 3
2020/12/2, , , 36, , 14, 3
2020/12/3, , , 26, , 11, 4
2020/12/4, , , 34, , 4, 4
2020/12/5, , , 36, , 5, 5
2020/12/6, , , 37, , 4, 5
2020/12/7, , , 37, , 5, 4
2020/12/8, , , 40, , 4, 4
2020/12/9, , , 38, , 5, 5
2020/12/10, , , 40, , 6, 5
2020/12/11, , , 46, , 8, 8
2020/12/12, , , 31, , 7, 6
2020/12/13, , , 51, , 5, 4
2020/12/14, , , 48, , 12, 5
2020/12/15, , , 34, , 9, 6
2020/12/16, , , 39, , 11, 6
2020/12/17, , , 39, , 6, 5
2020/12/18, , , 20, , 5, 5
2020/12/19, , , 35, , 4, 5
2020/12/20, , , 41, , 3, 5
2020/12/21, , , 36, , 12, 5
2020/12/22, , , 32, , 22, 5
2020/12/23, , , 34, , 19, 6
2020/12/24, , , 28, , 18, 5
2020/12/25, , , 28, , 4, 5
2020/12/26, , , 39, , 8, 4
2020/12/27, , , 25, , 8, 4
2020/12/28, , , 37, , 4, 6
2020/12/29, , , 31, , 5, 6
2020/12/30, , , 43, , 6, 6
2020/12/31, , , 37, , 5, 6
2021/1/1, , , 42, , 5, 5
2021/1/2, , , 56, , 2, 4
2021/1/3, , , 45, , 2, 5
2021/1/4, , , 24, , , 
2020/7/2, , , 30, , 5, 5
2020/7/3, , , 34, , 5, 5
2020/7/4, , , 34, , 3, 4
2020/7/5, , , 38, , 4, 4
2020/7/6, , , 38, , 7, 6
2020/7/7, , , 37, , 7, 6
2020/7/8, , , 29, , 5, 6
2020/7/9, , , 34, , 8, 5
2020/7/10, , , 29, , 5, 5
2020/7/11, , , 44, , 6, 5
2020/7/12, , , 48, , 7, 4
2020/7/13, , , 57, , 8, 6
2020/7/14, , , 34, , 8, 5
2020/7/15, , , 43, , 6, 5
2020/7/16, , , 39, , 6, 4
2020/7/17, , , 46, , 4, 5
2020/7/18, , , 52, , 4, 4
2020/7/19, , , 41, , 7, 5
2020/7/20, , , 35, , 8, 5
2020/7/21, , , 32, , 5, 5
2020/7/22, , , 38, , 10, 5
2020/7/23, , , 34, , 3, 4
2020/7/24, , , 41, , 4, 4
2020/7/25, , , 35, , 5, 5
2020/7/26, , , 35, , 4, 4
2020/7/27, , , 33, , 3, 4
2020/7/28, , , 30, , 8, 4
2020/7/29, , , 35, , 11, 5
2020/7/30, , , 32, , 4, 5
2020/7/31, , , 30, , 4, 6
2020/8/1, , , 33, , 4, 4
2020/8/2, , , 37, , 5, 3
2020/8/3, , , 45, , 6, 4
2020/8/4, , , 39, , 5, 4
2020/8/5, , , 44, , 8, 5
2020/8/6, , , 39, , 5, 5
2020/8/7, , , 33, , 8, 5
2020/8/8, , , 35, , 2, 5
2020/8/9, , , 37, , 2, 4
2020/8/10, , , 36, , 2, 5
2020/8/11, , , 41, , 4, 6
2020/8/12, , , 49, , 5, 5
2020/8/13, , , 36, , 4, 5
2020/8/14, , , 36, , 3, 4
2020/8/15, , , 45, , 2, 4
2020/8/16, , , 38, , 6, 4
2020/8/17, , , 49, , 5, 4
2020/8/18, , , 56, , 1, 4
2020/8/19, , , 44, , 2, 3
2020/8/20, , , 46, , 3, 5
2020/8/21, , , 33, , 2, 5
2020/8/22, , , 32, , 5, 5
2020/8/23, , , 47, , 4, 4
2020/8/24, , , 60, , 2, 4
2020/8/25, , , 63, , 2, 3
2020/8/26, , , 50, , 1, 4
2020/8/27, , , 50, , 3, 6
2020/8/28, , , 57, , 2, 5
2020/8/29, , , 40, , 2, 6
2020/8/30, , , 37, , 2, 6
2020/8/31, , , 63, , 4, 6
2020/9/1, , , 68, , 4, 6
2020/9/2, , , 36, , 3, 8
2020/9/3, , , 46, , 3, 7
2020/9/4, , , 46, , 2, 5
2020/9/5, , , 43, , 4, 6
2020/9/6, , , 45, , 7, 5
2020/9/7, , , 57, , 3, 5
2020/9/8, , , 56, , 4, 6
2020/9/9, , , 56, , 4, 6
2020/9/10, , , 59, , 6, 7
2020/9/11, , , 56, , 5, 7
2020/9/12, , , 56, , 4, 7
2020/9/13, , , 47, , 4, 6
2020/9/14, , , 40, , 6, 6
2020/9/15, , , 46, , 7, 6
2020/9/16, , , 36, , 8, 6
2020/9/17, , , 46, , 6, 7
2020/9/18, , , 57, , 7, 6
2020/9/19, , , 57, , 6, 7
2020/9/20, , , 44, , 6, 5
2020/9/21, , , 40, , 4, 5
2020/9/22, , , 56, , 5, 5
2020/9/23, , , 57, , 7, 6
2020/9/24, , , 58, , , 
2020/10/1, , , 14, , 6, 6
2020/4/1, , , 38, , 2, 3
2020/5/22, , , 36, , 4, 4
2020/5/23, , , 30, , 6, 4
2020/5/24, , , 29, , 4, 3
2020/5/25, , , 25, , 4, 4
2020/5/26, , , 25, , 3, 4
2020/5/27, , , 27, , 3, 3
2020/5/28, , , 40, , 6, 4
2020/5/29, , , 31, , 2, 3
2020/5/30, , , 29, , 2, 3
2020/5/31, , , 30, , 2, 3
2020/6/1, , , 30, , 5, 4
2020/6/2, , , 18, , 4, 4
2020/6/3, , , 32, , 5, 7
2020/6/4, , , 38, , 7, 5
2020/6/5, , , 24, , 5, 6
2020/6/6, , , 37, , 5, 4
2020/6/7, , , 36, , 3, 4
2020/6/8, , , 36, , 5, 5
2020/6/9, , , 46, , 6, 5
2020/6/10, , , 48, , 7, 5
2020/6/11, , , 54, , 5, 5
2020/6/12, , , 40, , 5, 5
2020/6/13, , , 48, , 5, 4
2020/6/14, , , 29, , 5, 5
2020/6/15, , , 26, , 4, 4
2020/6/16, , , 31, , 6, 5
2020/6/17, , , 32, , 6, 5
2020/6/18, , , 48, , 4, 4
2020/6/19, , , 30, , 6, 6
2020/6/20, , , 18, , 3, 4
2020/6/21, , , 27, , 6, 4
2020/6/22, , , 28, , 4, 5
2020/6/23, , , 30, , 7, 5
2020/6/24, , , 36, , 8, 5
2020/6/25, , , 36, , 4, 4
2020/6/26, , , 33, , 3, 4
2020/6/27, , , 45, , 4, 4
2020/6/28, , , 51, , 6, 4
2020/6/29, , , 33, , 6, 5
2020/6/30, , , 50, , 4, 5
2020/7/1, , , 41, , 5, 5
2020/1/2, , , 34, , 2, 4
2020/1/3, , , 27, , 2, 5
2019/10/22, , , 42, , 4, 5
2019/12/24, , , 30, , 5, 7
2019/12/25, , , 49, , 3, 5
2019/12/26, , , 29, , 3, 5
2019/12/27, , , 37, , 3, 6
2019/12/28, , , 40, , 3, 6
2019/12/29, , , 44, , 3, 5
2019/1/1, , , 40, , 2, 4
2019/3/3, , , 65, , 4, 7
2018/10/9, , , 2, , 9, 9
2018/11/6, , , 49, , 34, 5
2018/12/23, , , 6, , 1, 7
2018/8/25, , , 21, , 4, 7
2018/9/25, , , 52, , 4, 6
2016/1/7, , , 10, 14, 13, 
2015/4/1, , , 35, 24, 16, 5
2015/5/4, , , 26, 28, 16, 6
2015/1/1, , , 34, 18, 20, 6
2014/11/1, , , 49, 26, 9, 6
2020/9/30, , , , , 5, 6
2016/10/8, , , , , 2, 3
2016/10/24, , , , , 3, 6
2015/3/24, , , , , 16, 
2015/3/25, , , , , 14, 4
2015/3/26, , , , , 24, 4
2015/3/27, , , , , 11, 4
2015/3/28, , , , , 13, 5
2015/3/29, , , , , 12, 5
2015/3/30, , , , , 22, 4
2015/3/31, , , , , 21, 
