date, pm25, pm10, o3, no2, so2, co
2020/2/23, 64, , 65, , 2, 8
2020/2/24, 53, , 32, , 1, 7
2020/2/25, 53, , 39, , 2, 6
2020/2/26, 51, , 23, , 2, 7
2020/2/27, 51, , 36, , 2, 7
2020/2/28, 55, , 42, , 3, 9
2020/2/29, 57, , 51, , 3, 10
2020/3/1, 64, , 59, , 2, 8
2020/3/2, 59, , 65, , 3, 9
2020/3/3, 62, , 45, , 3, 6
2020/3/4, 57, , 49, , 3, 6
2020/3/5, 58, , 35, , 3, 6
2020/3/6, 57, , 23, , 3, 10
2020/3/7, 74, , 38, , 2, 7
2020/3/8, 59, , 51, , 2, 7
2020/3/9, 49, , 45, , 4, 8
2020/3/10, 73, , 38, , 3, 10
2020/3/11, 75, , 34, , 4, 11
2020/3/12, 74, , 35, , 4, 10
2020/3/13, 70, , 38, , 3, 8
2020/3/14, 53, , 30, , 2, 7
2020/3/15, 41, , 42, , 1, 6
2020/3/16, 32, , 30, , 2, 7
2020/3/17, 35, , 52, , 1, 4
2020/3/18, 32, , 56, , 1, 3
2020/3/19, 47, , 51, , 1, 3
2020/3/20, 36, , 33, , 1, 3
2020/3/21, 22, , 35, , 1, 2
2020/3/22, 25, , 34, , 1, 3
2020/3/23, 32, , 55, , 1, 3
2020/3/24, 59, , 63, , 1, 3
2020/3/25, 70, , 58, , 2, 3
2020/3/26, 75, , 57, , 1, 3
2020/3/27, 50, , 42, , 1, 3
2020/3/28, 43, , 51, , 1, 3
2020/3/29, 26, , , , 2, 3
2020/3/30, 19, , , , , 
2019/10/2, 81, , 32, , 5, 5
2019/10/3, 69, , 27, , 7, 5
2019/10/4, 66, , 34, , 4, 5
2019/10/5, 54, , 36, , 5, 6
2019/10/6, 56, , 30, , 2, 5
2019/10/7, 46, , 29, , 5, 6
2019/10/8, 43, , 32, , 7, 6
2019/10/9, 67, , 37, , 3, 6
2019/10/10, 62, , 31, , 2, 6
2019/10/11, 43, , 28, , 2, 7
2019/10/12, 56, , 35, , 4, 7
2019/10/13, 80, , 28, , 2, 7
2019/10/14, 58, , 32, , 2, 7
2019/10/15, 52, , 26, , 6, 6
2019/10/16, 73, , 26, , 5, 5
2019/10/17, 67, , 29, , 4, 8
2019/10/18, 72, , 32, , 4, 9
2019/10/19, 89, , 1, , 2, 9
2019/10/20, 63, , , , , 
2019/10/23, 46, , 23, , 5, 6
2019/10/24, 57, , 25, , 6, 9
2019/10/25, 72, , 26, , 6, 11
2019/10/26, 82, , 23, , 5, 11
2019/10/27, 73, , 33, , 3, 7
2019/10/28, 62, , 35, , 3, 6
2019/10/29, 55, , 31, , 4, 7
2019/10/30, 60, , 25, , 4, 9
2019/10/31, 71, , 35, , 3, 8
2019/11/1, 70, , 38, , 2, 7
2019/11/2, 55, , 37, , 2, 6
2019/11/3, 43, , 37, , 2, 6
2019/11/4, 52, , 34, , 2, 5
2019/11/5, 44, , 35, , 3, 8
2019/11/6, 48, , 34, , 2, 7
2019/11/7, 57, , 32, , 5, 7
2019/11/8, 62, , 33, , 4, 7
2019/11/9, 59, , 14, , 3, 5
2019/11/10, 61, , , , , 
2019/11/12, 51, , 20, , 3, 8
2019/11/13, 64, , 19, , 2, 8
2019/11/14, 57, , 23, , 2, 7
2019/11/15, 47, , 13, , 3, 10
2019/11/16, 59, , 19, , 2, 9
2019/11/17, 56, , 27, , 2, 7
2019/11/18, 42, , 24, , 3, 9
2019/11/19, 62, , 20, , 4, 12
2019/11/20, 76, , 32, , 3, 10
2019/11/21, 65, , 20, , 3, 8
2019/11/22, 56, , 30, , 2, 8
2019/11/23, 58, , 31, , 3, 11
2019/11/24, 69, , 36, , 2, 9
2019/11/25, 56, , 30, , 4, 9
2019/11/26, 58, , 21, , 5, 10
2019/11/27, 58, , 17, , 4, 5
2019/11/28, 55, , 21, , 4, 5
2019/11/29, 67, , 23, , 3, 7
2019/11/30, 78, , , , , 
2019/12/3, 61, , 21, , 3, 9
2019/12/4, 61, , 28, , 5, 7
2019/12/5, 66, , , , , 
2019/12/6, 67, , , , , 
2019/12/7, 65, , , , , 
2019/12/8, 47, , , , , 
2019/12/9, 42, , 12, , 4, 11
2019/12/10, 72, , 17, , 2, 7
2019/12/11, 55, , 32, , 3, 5
2019/12/12, 60, , 24, , 3, 6
2019/12/13, 58, , 25, , 5, 8
2019/12/14, 88, , 29, , 3, 7
2019/12/15, 75, , 37, , 4, 8
2019/12/16, 73, , 31, , 4, 7
2019/12/17, 65, , 34, , 3, 5
2019/12/18, 58, , 23, , 4, 8
2019/12/19, 79, , 17, , 3, 8
2019/12/20, 70, , 21, , 4, 9
2019/12/21, 74, , 27, , 4, 10
2019/12/22, 70, , 25, , 3, 8
2019/12/23, 56, , 24, , 3, 6
2019/12/24, 54, , 26, , 3, 8
2019/12/25, 50, , 32, , 3, 6
2019/12/26, 47, , 25, , 3, 5
2019/12/27, 43, , 25, , 3, 7
2019/12/28, 54, , 27, , 3, 7
2019/12/29, 57, , 31, , 2, 6
2019/12/30, 50, , , , , 
2019/7/2, 39, , 21, , 5, 9
2019/7/3, 69, , 29, , 5, 9
2019/7/4, 79, , 23, , 6, 7
2019/7/5, 59, , 24, , 7, 5
2019/7/6, 55, , 21, , 3, 2
2019/7/7, 27, , 20, , 2, 2
2019/7/8, 23, , 21, , 3, 4
2019/7/9, 44, , 25, , 4, 5
2019/7/10, 41, , 24, , 2, 5
2019/7/11, 29, , 23, , 4, 9
2019/7/12, 61, , 11, , 7, 12
2019/7/13, 77, , 23, , 5, 10
2019/7/14, 61, , 21, , 2, 7
2019/7/15, 48, , 21, , 3, 8
2019/7/16, 51, , 27, , 4, 6
2019/7/17, 40, , 25, , 3, 4
2019/7/18, 45, , 23, , 3, 4
2019/7/19, 39, , 25, , 2, 4
2019/7/20, 29, , 24, , 3, 4
2019/7/21, 29, , 26, , 2, 3
2019/7/22, 30, , 23, , 3, 5
2019/7/23, 62, , 15, , 3, 7
2019/7/24, 72, , 24, , 3, 6
2019/7/25, 58, , 22, , 4, 8
2019/7/26, 77, , 28, , 3, 6
2019/7/27, 43, , 28, , 3, 6
2019/7/28, 40, , 24, , 2, 6
2019/7/29, 29, , 35, , 3, 5
2019/7/30, 40, , 33, , 3, 4
2019/7/31, 47, , 31, , 1, 4
2019/8/1, 36, , 28, , 2, 6
2019/8/2, 55, , 27, , 3, 8
2019/8/3, 73, , 32, , 1, 6
2019/8/4, 48, , 28, , 1, 6
2019/8/5, 28, , 38, , 1, 6
2019/8/6, 42, , 35, , 2, 5
2019/8/7, 45, , 34, , 2, 4
2019/8/8, 43, , 33, , 2, 4
2019/8/9, 39, , 29, , 2, 5
2019/8/10, 48, , 28, , 1, 5
2019/8/11, 36, , 29, , 1, 5
2019/8/12, 41, , 34, , 1, 4
2019/8/13, 38, , 29, , 1, 5
2019/8/14, 35, , 45, , 1, 6
2019/8/15, 79, , 47, , 1, 5
2019/8/16, 89, , 44, , 2, 5
2019/8/17, 53, , 38, , 3, 6
2019/8/18, 59, , 30, , 1, 4
2019/8/19, 37, , 29, , 1, 4
2019/8/20, 46, , 27, , 1, 3
2019/8/21, 38, , 34, , 1, 2
2019/8/22, 34, , 35, , 2, 5
2019/8/23, 40, , 35, , 2, 5
2019/8/24, 41, , 31, , 1, 4
2019/8/25, 37, , 35, , 1, 3
2019/8/26, 38, , 38, , 2, 3
2019/8/27, 41, , 32, , 2, 4
2019/8/28, 36, , 31, , 1, 3
2019/8/29, 33, , 34, , 1, 3
2019/8/30, 35, , 43, , 2, 6
2019/8/31, 41, , 35, , 2, 7
2019/9/1, 51, , 24, , 2, 6
2019/9/2, 41, , 39, , 3, 7
2019/9/3, 57, , 37, , 3, 6
2019/9/4, 84, , 29, , 2, 5
2019/9/5, 78, , 30, , 3, 4
2019/9/6, 70, , 30, , 3, 3
2019/9/7, 44, , 36, , 2, 3
2019/9/8, 36, , 42, , 2, 2
2019/9/9, 40, , 32, , 2, 3
2019/9/10, 45, , 36, , 4, 3
2019/9/11, 62, , 28, , 5, 4
2019/9/12, 69, , 27, , 4, 5
2019/9/13, 108, , 35, , 4, 3
2019/9/14, 113, , 29, , 2, 4
2019/9/15, 69, , 30, , 2, 3
2019/9/16, 56, , 36, , 4, 4
2019/9/17, 63, , 29, , 4, 4
2019/9/18, 78, , 30, , 3, 4
2019/9/19, 87, , 32, , 2, 5
2019/9/20, 84, , 37, , 5, 7
2019/9/21, 87, , 20, , 6, 10
2019/9/22, 92, , , , , 
2019/9/24, 55, , 35, , 5, 8
2019/9/25, 62, , 38, , 4, 6
2019/9/26, 63, , 40, , 5, 7
2019/9/27, 69, , 37, , 4, 6
2019/9/28, 62, , 33, , 5, 6
2019/9/29, 73, , 34, , 3, 6
2019/9/30, 54, , 31, , 4, 7
2019/10/1, 62, , 41, , 7, 7
2019/4/2, 66, , 23, , 3, 9
2019/4/3, 55, , 19, , 5, 13
2019/4/4, 72, , 8, , 3, 8
2019/4/5, 57, , 22, , 3, 7
2019/4/6, 60, , 19, , 3, 7
2019/4/7, 44, , , , , 
2019/4/9, 48, , 16, , 11, 4
2019/4/10, 37, , 27, , 9, 7
2019/4/11, 64, , 29, , 4, 8
2019/4/12, 61, , 34, , 5, 8
2019/4/13, 57, , 30, , 4, 8
2019/4/14, 55, , 28, , 3, 7
2019/4/15, 47, , 22, , 3, 8
2019/4/16, 57, , 16, , 6, 7
2019/4/17, 50, , 4, , , 12
2019/4/19, 61, , 19, , 4, 10
2019/4/20, 57, , 25, , 4, 6
2019/4/21, 74, , 18, , 3, 
2019/4/22, 65, , 3, , 6, 15
2019/4/23, 39, , 25, , 6, 12
2019/4/24, 64, , 19, , 6, 13
2019/4/25, 57, , 19, , 9, 11
2019/4/26, 63, , 23, , 8, 8
2019/4/27, 54, , 21, , 8, 10
2019/4/28, 60, , 25, , 4, 5
2019/4/29, 30, , 21, , 6, 7
2019/4/30, 49, , 21, , 6, 8
2019/5/1, 45, , 35, , 5, 9
2019/5/2, 45, , 27, , 5, 10
2019/5/3, 44, , 28, , 7, 
2019/5/4, 48, , 4, , 8, 
2019/5/5, 40, , , , , 
2019/5/7, 39, , 19, , 5, 8
2019/5/8, 55, , 17, , 5, 6
2019/5/9, 61, , 18, , 5, 6
2019/5/10, 54, , 8, , 4, 7
2019/5/11, 62, , 30, , 5, 6
2019/5/12, 67, , 25, , 4, 5
2019/5/13, 61, , 9, , 6, 10
2019/5/14, 80, , 18, , 4, 9
2019/5/15, 65, , 20, , 4, 8
2019/5/16, 48, , 27, , 3, 7
2019/5/17, 56, , 22, , 2, 8
2019/5/18, 66, , 24, , 3, 7
2019/5/19, 44, , 13, , 1, 8
2019/5/20, 38, , 18, , 4, 11
2019/5/21, 68, , 24, , 3, 6
2019/5/22, 71, , 21, , 4, 7
2019/5/23, 67, , 21, , 5, 7
2019/5/24, 67, , 25, , 4, 5
2019/5/25, 52, , 27, , 3, 4
2019/5/26, 48, , 22, , 3, 6
2019/5/27, 45, , 28, , 4, 6
2019/5/28, 66, , 22, , 5, 7
2019/5/29, 59, , 23, , 3, 8
2019/5/30, 62, , 18, , 2, 7
2019/5/31, 61, , 19, , 2, 7
2019/6/1, 48, , 29, , 1, 7
2019/6/2, 53, , 22, , 2, 8
2019/6/3, 45, , 22, , 2, 7
2019/6/4, 40, , 21, , 3, 7
2019/6/5, 41, , 22, , 2, 6
2019/6/6, 39, , 24, , 3, 7
2019/6/7, 46, , 26, , 3, 7
2019/6/8, 64, , 25, , 3, 7
2019/6/9, 57, , 22, , 2, 6
2019/6/10, 41, , 18, , 2, 7
2019/6/11, 53, , 14, , 4, 9
2019/6/12, 71, , 15, , 6, 10
2019/6/13, 75, , 11, , 5, 10
2019/6/14, 84, , 15, , 4, 10
2019/6/15, 88, , 23, , 2, 6
2019/6/16, 65, , 22, , 2, 5
2019/6/17, 45, , 21, , , 4
2019/6/18, 32, , 22, , 1, 4
2019/6/19, 27, , 27, , 1, 5
2019/6/20, 35, , 19, , 2, 7
2019/6/21, 47, , 22, , , 4
2019/6/22, 22, , 24, , , 4
2019/6/23, 30, , 21, , , 4
2019/6/24, 26, , 22, , 1, 7
2019/6/25, 57, , 26, , 5, 9
2019/6/29, 29, , 21, , 6, 4
2019/6/30, 41, , 23, , , 1
2019/7/1, 23, , 26, , 1, 4
2019/1/2, 49, , 20, , 4, 3
2019/1/3, 36, , 20, , 4, 4
2019/1/4, 39, , 18, , 5, 6
2019/1/5, 46, , 26, , 5, 6
2019/1/6, 59, , 24, , 5, 8
2019/1/7, 62, , 16, , 4, 10
2019/1/8, 70, , 13, , 3, 9
2019/1/9, 50, , 18, , 7, 10
2019/1/10, 70, , 14, , 3, 6
2019/1/11, 44, , 20, , 4, 5
2019/1/12, 51, , 29, , 3, 4
2019/1/13, 54, , 10, , 2, 3
2019/1/14, 50, , 25, , 4, 6
2019/1/15, 60, , 25, , 6, 8
2019/1/16, 72, , 22, , 7, 9
2019/1/17, 80, , 23, , 7, 8
2019/1/18, 69, , 25, , 7, 8
2019/1/19, 54, , 22, , 5, 7
2019/1/20, 56, , 20, , 3, 6
2019/1/21, 40, , 21, , 4, 8
2019/1/22, 53, , 24, , 4, 6
2019/1/23, 45, , 22, , 4, 6
2019/1/24, 43, , 20, , 5, 7
2019/1/25, 47, , 24, , 5, 13
2019/1/26, 57, , 26, , 5, 11
2019/1/27, 51, , 27, , 3, 12
2019/1/28, 47, , 21, , 3, 9
2019/1/29, 43, , 25, , 3, 7
2019/1/30, 58, , 28, , 4, 7
2019/1/31, 53, , 21, , 4, 9
2019/2/1, 65, , 25, , 3, 8
2019/2/2, 49, , 27, , 3, 7
2019/2/3, 50, , 28, , 3, 6
2019/2/4, 39, , 20, , 4, 10
2019/2/5, 55, , 19, , 4, 8
2019/2/6, 56, , 21, , 6, 9
2019/2/7, 69, , 14, , 4, 9
2019/2/8, 70, , 25, , 4, 10
2019/2/9, 69, , 22, , 3, 8
2019/2/10, 55, , 25, , 3, 7
2019/2/11, 49, , 22, , 4, 8
2019/2/12, 54, , 26, , 5, 9
2019/2/13, 59, , 21, , 5, 7
2019/2/14, 54, , 22, , 7, 11
2019/2/15, 73, , 15, , 7, 11
2019/2/16, 74, , 36, , 7, 8
2019/2/17, 80, , 35, , 4, 7
2019/2/18, 64, , 21, , 3, 9
2019/2/19, 63, , 19, , 4, 8
2019/2/20, 58, , 21, , 6, 8
2019/2/21, 65, , 21, , 6, 8
2019/2/22, 62, , 27, , 6, 8
2019/2/23, 61, , 28, , 4, 8
2019/2/24, 70, , 14, , 3, 7
2019/2/25, 30, , 23, , 4, 9
2019/2/26, 53, , 19, , 6, 10
2019/2/27, 74, , 31, , 4, 10
2019/2/28, 56, , 32, , 4, 9
2019/3/1, 56, , 28, , 4, 8
2019/3/2, 56, , , , , 
2019/3/3, 65, , 31, , 3, 6
2019/3/4, 68, , 29, , 3, 5
2019/3/5, 49, , 33, , 3, 5
2019/3/6, 69, , 36, , 5, 8
2019/3/7, 74, , 35, , 8, 11
2019/3/8, 84, , 38, , 6, 9
2019/3/9, 63, , 30, , 4, 6
2019/3/10, 49, , 25, , 3, 5
2019/3/11, 35, , 24, , 4, 7
2019/3/12, 50, , 24, , 5, 9
2019/3/13, 68, , 19, , 7, 12
2019/3/14, 85, , 32, , 5, 10
2019/3/15, 71, , 31, , 4, 9
2019/3/16, 61, , 34, , 5, 12
2019/3/17, 56, , 33, , 4, 13
2019/3/18, 60, , 35, , 3, 11
2019/3/19, 65, , 21, , 3, 8
2019/3/20, 59, , 24, , 6, 16
2019/3/21, 78, , 28, , 3, 10
2019/3/22, 59, , 26, , 6, 11
2019/3/23, 62, , 35, , 9, 17
2019/3/24, 86, , 36, , 6, 17
2019/3/25, 83, , 38, , 7, 11
2019/3/26, 94, , 23, , 2, 6
2019/3/27, 78, , 37, , 4, 10
2019/3/28, 78, , 34, , 3, 11
2019/3/29, 61, , 19, , 4, 13
2019/3/30, 79, , 23, , 8, 20
2019/3/31, 82, , 33, , 4, 14
2019/4/1, 55, , 6, , 3, 13
2018/10/2, 86, , 38, , 10, 7
2018/10/3, 99, , 36, , 11, 8
2018/10/4, 81, , 34, , 20, 10
2018/10/5, 93, , 32, , 20, 10
2018/10/6, 104, , 32, , 11, 11
2018/10/7, 96, , 30, , 9, 11
2018/10/8, 91, , , , , 
2018/10/9, 68, , 2, , 10, 8
2018/10/10, 81, , 17, , 13, 8
2018/10/11, 85, , 21, , 12, 6
2018/10/12, 85, , 26, , 12, 7
2018/10/13, 81, , 32, , 12, 6
2018/10/14, 75, , 30, , 6, 6
2018/10/15, 70, , 42, , 9, 7
2018/10/16, 81, , 30, , 13, 7
2018/10/17, 89, , 33, , 13, 8
2018/10/18, 106, , 24, , 12, 7
2018/10/19, 115, , 32, , 13, 7
2018/10/20, 122, , 32, , 8, 1
2018/10/21, 84, , 40, , 6, 
2018/10/22, 70, , 33, , 9, 7
2018/10/23, 87, , 28, , 8, 6
2018/10/24, 87, , 34, , 12, 5
2018/10/25, 87, , 30, , 24, 6
2018/10/26, 110, , 24, , 14, 5
2018/10/27, 96, , 23, , 7, 7
2018/10/28, 79, , 31, , 6, 6
2018/10/29, 75, , 29, , 7, 7
2018/10/30, 73, , 33, , 6, 7
2018/10/31, 76, , 24, , 10, 10
2018/11/1, 90, , 27, , 8, 8
2018/11/2, 62, , 34, , 7, 8
2018/11/3, 63, , 26, , 5, 8
2018/11/4, 59, , 25, , 4, 7
2018/11/5, 50, , 16, , 11, 7
2018/11/6, 60, , 29, , 17, 4
2018/11/7, 71, , 29, , 9, 7
2018/11/8, 74, , 22, , 9, 6
2018/11/9, 65, , 19, , 8, 7
2018/11/10, 67, , 27, , 5, 5
2018/11/11, 60, , , , , 
2018/11/13, 70, , 24, , 6, 6
2018/11/14, 64, , 21, , 2, 6
2018/11/15, 69, , 19, , 7, 7
2018/11/16, 65, , 19, , 6, 11
2018/11/17, 69, , 34, , 13, 10
2018/11/18, 85, , , , , 
2018/11/20, 64, , 24, , 8, 9
2018/11/21, 76, , 23, , 7, 9
2018/11/22, 77, , 22, , 4, 10
2018/11/23, 78, , 27, , 4, 9
2018/11/24, 63, , 27, , 5, 10
2018/11/25, 73, , 22, , 3, 8
2018/11/26, 60, , 12, , 5, 10
2018/11/27, 59, , 9, , 4, 10
2018/11/28, 63, , 26, , 6, 11
2018/11/29, 70, , 12, , 8, 14
2018/11/30, 80, , 11, , 5, 13
2018/12/1, 65, , 17, , 5, 12
2018/12/2, 63, , 29, , 4, 10
2018/12/3, 55, , 17, , 5, 10
2018/12/4, 69, , 21, , 5, 9
2018/12/5, 80, , 28, , 6, 9
2018/12/6, 82, , 28, , 5, 11
2018/12/7, 77, , 28, , 4, 10
2018/12/8, 69, , 24, , 3, 9
2018/12/9, 66, , 22, , 3, 8
2018/12/10, 48, , 19, , 5, 10
2018/12/11, 60, , 15, , 5, 5
2018/12/12, 71, , 16, , 5, 3
2018/12/13, 56, , 18, , 6, 7
2018/12/14, 60, , , , 5, 9
2018/12/15, 69, , 20, , 8, 4
2018/12/16, 60, , 29, , 6, 
2018/12/17, 50, , 22, , 6, 5
2018/12/18, 64, , 21, , 7, 6
2018/12/19, 69, , 17, , 6, 7
2018/12/20, 73, , 17, , 7, 6
2018/12/21, 65, , 20, , 5, 8
2018/12/22, 73, , , , , 
2018/12/24, 42, , 19, , 3, 4
2018/12/25, 51, , 20, , 2, 3
2018/12/26, 37, , 19, , 2, 4
2018/12/27, 41, , 24, , 4, 6
2018/12/28, 48, , 25, , 4, 6
2018/12/29, 47, , 27, , 3, 4
2018/12/30, 44, , 27, , 3, 4
2018/12/31, 42, , , , , 
2018/7/2, 30, , , , , 
2018/7/3, 64, , , , , 
2018/7/4, 48, , , , , 
2018/7/5, 42, , , , , 
2018/7/6, 43, , , , , 
2018/7/7, 41, , , , , 
2018/7/8, 46, , , , , 
2018/7/11, 49, , , , , 
2018/7/12, 42, , , , , 
2018/7/13, 45, , , , , 
2018/7/14, 36, , , , , 
2018/7/15, 47, , , , , 
2018/7/16, 30, , , , , 
2018/7/17, 40, , , , , 
2018/7/18, 41, , , , , 
2018/7/19, 54, , , , , 
2018/7/20, 56, , , , , 
2018/7/21, 73, , , , , 
2018/7/22, 66, , , , , 
2018/7/23, 53, , , , , 
2018/7/24, 49, , , , , 
2018/7/25, 48, , , , , 
2018/7/26, 60, , , , , 
2018/7/27, 63, , , , , 
2018/7/28, 66, , , , , 
2018/7/29, 55, , , , , 
2018/7/30, 58, , , , , 
2018/7/31, 52, , , , , 
2018/8/1, 67, , , , , 
2018/8/2, 55, , , , , 
2018/8/3, 51, , , , , 
2018/8/4, 64, , , , , 
2018/8/5, 52, , , , , 
2018/8/6, 64, , , , , 
2018/8/7, 43, , , , , 
2018/8/8, 37, , , , , 
2018/8/9, 37, , , , , 
2018/8/10, 36, , , , , 
2018/8/11, 39, , , , , 
2018/8/12, 38, , , , , 
2018/8/13, 39, , , , , 
2018/8/14, 49, , , , , 
2018/8/15, 60, , , , , 
2018/8/16, 45, , , , , 
2018/8/17, 42, , , , , 
2018/8/18, 45, , , , , 
2018/8/19, 37, , , , , 
2018/8/20, 50, , , , , 
2018/8/21, 39, , , , , 
2018/8/22, 97, , , , , 
2018/8/23, 55, , , , , 
2018/8/24, 41, , , , , 
2018/8/25, 34, , 28, , 2, 2
2018/8/26, 34, , 38, , 2, 1
2018/8/27, 34, , 30, , 3, 3
2018/8/28, 38, , 32, , 3, 6
2018/8/29, 34, , 33, , 2, 6
2018/8/30, 36, , 37, , 4, 3
2018/8/31, 55, , 41, , 3, 4
2018/9/1, 60, , 34, , 6, 4
2018/9/2, 52, , 38, , 2, 2
2018/9/3, 39, , 36, , 3, 2
2018/9/4, 47, , 31, , 3, 2
2018/9/5, 29, , 46, , 3, 3
2018/9/6, 55, , 44, , 3, 2
2018/9/7, 46, , 38, , 5, 6
2018/9/8, 85, , , , , 
2018/9/11, 58, , 33, , 2, 7
2018/9/12, 60, , 33, , 3, 8
2018/9/13, 76, , 42, , 5, 10
2018/9/14, 85, , 20, , 3, 7
2018/9/15, 68, , 31, , 3, 7
2018/9/16, 62, , 32, , 3, 8
2018/9/17, 42, , 30, , 8, 9
2018/9/18, 73, , 37, , 5, 5
2018/9/19, 67, , 37, , 4, 3
2018/9/20, 49, , 36, , 3, 3
2018/9/21, 49, , 36, , 4, 4
2018/9/22, 54, , 37, , 2, 4
2018/9/23, 47, , 19, , 5, 5
2018/9/24, 51, , , , , 
2018/9/26, 48, , 35, , 4, 6
2018/9/27, 60, , 34, , 4, 7
2018/9/28, 69, , 41, , 5, 8
2018/9/29, 65, , 46, , 4, 6
2018/9/30, 63, , 47, , 4, 4
2018/10/1, 67, , 42, , 8, 8
2018/4/3, 69, , , , , 
2018/4/4, 67, , , , , 
2018/4/5, 58, , , , , 
2018/4/6, 66, , , , , 
2018/4/7, 53, , , , , 
2018/4/8, 71, , , , , 
2018/4/9, 52, , , , , 
2018/4/10, 65, , , , , 
2018/4/11, 51, , , , , 
2018/4/12, 82, , , , , 
2018/4/13, 73, , , , , 
2018/4/14, 61, , , , , 
2018/4/15, 62, , , , , 
2018/4/16, 42, , , , , 
2018/4/17, 69, , , , , 
2018/4/18, 51, , , , , 
2018/4/19, 52, , , , , 
2018/4/20, 45, , , , , 
2018/4/21, 43, , , , , 
2018/4/22, 65, , , , , 
2018/4/23, 47, , , , , 
2018/4/24, 49, , , , , 
2018/4/25, 69, , , , , 
2018/4/26, 59, , , , , 
2018/4/27, 87, , , , , 
2018/4/28, 78, , , , , 
2018/4/29, 59, , , , , 
2018/4/30, 58, , , , , 
2018/5/1, 63, , , , , 
2018/5/2, 70, , , , , 
2018/5/3, 56, , , , , 
2018/5/4, 77, , , , , 
2018/5/5, 80, , , , , 
2018/5/6, 61, , , , , 
2018/5/7, 60, , , , , 
2018/5/8, 49, , , , , 
2018/5/9, 61, , , , , 
2018/5/10, 65, , , , , 
2018/5/11, 79, , , , , 
2018/5/12, 73, , , , , 
2018/5/15, 65, , , , , 
2018/5/16, 66, , , , , 
2018/5/17, 67, , , , , 
2018/5/18, 68, , , , , 
2018/5/19, 67, , , , , 
2018/5/20, 66, , , , , 
2018/5/21, 68, , , , , 
2018/5/22, 64, , , , , 
2018/5/23, 72, , , , , 
2018/5/24, 66, , , , , 
2018/5/25, 76, , , , , 
2018/5/26, 67, , , , , 
2018/5/27, 68, , , , , 
2018/5/28, 71, , , , , 
2018/5/29, 70, , , , , 
2018/5/30, 79, , , , , 
2018/5/31, 62, , , , , 
2018/6/1, 56, , , , , 
2018/6/2, 58, , , , , 
2018/6/3, 52, , , , , 
2018/6/4, 43, , , , , 
2018/6/5, 44, , , , , 
2018/6/6, 41, , , , , 
2018/6/7, 41, , , , , 
2018/6/8, 39, , , , , 
2018/6/9, 62, , , , , 
2018/6/10, 65, , , , , 
2018/6/13, 57, , , , , 
2018/6/14, 57, , , , , 
2018/6/15, 54, , , , , 
2018/6/16, 45, , , , , 
2018/6/18, 22, , , , , 
2018/6/19, 28, , , , , 
2018/6/20, 45, , , , , 
2018/6/21, 38, , , , , 
2018/6/22, 37, , , , , 
2018/6/23, 55, , , , , 
2018/6/24, 55, , , , , 
2018/6/25, 56, , , , , 
2018/6/26, 64, , , , , 
2018/6/27, 69, , , , , 
2018/6/28, 61, , , , , 
2018/6/29, 72, , , , , 
2018/6/30, 70, , , , , 
2018/7/1, 72, , , , , 
2018/1/2, 87, , , , , 
2018/1/3, 75, , , , , 
2018/1/4, 90, , , , , 
2018/1/5, 77, , , , , 
2018/1/6, 81, , , , , 
2018/1/7, 77, , , , , 
2018/1/8, 52, , , , , 
2018/1/9, 75, , , , , 
2018/1/10, 92, , , , , 
2018/1/11, 79, , , , , 
2018/1/12, 83, , , , , 
2018/1/13, 77, , , , , 
2018/1/14, 69, , , , , 
2018/1/15, 40, , , , , 
2018/1/16, 58, , , , , 
2018/1/17, 71, , , , , 
2018/1/18, 63, , , , , 
2018/1/19, 60, , , , , 
2018/1/20, 49, , , , , 
2018/1/21, 43, , , , , 
2018/1/23, 64, , , , , 
2018/1/24, 53, , , , , 
2018/1/25, 41, , , , , 
2018/1/26, 42, , , , , 
2018/1/27, 62, , , , , 
2018/1/28, 59, , , , , 
2018/1/29, 49, , , , , 
2018/1/30, 67, , , , , 
2018/1/31, 66, , , , , 
2018/2/1, 76, , , , , 
2018/2/2, 80, , , , , 
2018/2/3, 70, , , , , 
2018/2/4, 70, , , , , 
2018/2/5, 51, , , , , 
2018/2/6, 44, , , , , 
2018/2/7, 49, , , , , 
2018/2/8, 60, , , , , 
2018/2/9, 50, , , , , 
2018/2/10, 58, , , , , 
2018/2/11, 67, , , , , 
2018/2/12, 69, , , , , 
2018/2/13, 81, , , , , 
2018/2/14, 83, , , , , 
2018/2/15, 83, , , , , 
2018/2/16, 60, , , , , 
2018/2/17, 74, , , , , 
2018/2/18, 70, , , , , 
2018/2/19, 60, , , , , 
2018/2/20, 48, , , , , 
2018/2/21, 56, , , , , 
2018/2/22, 51, , , , , 
2018/2/23, 51, , , , , 
2018/2/24, 43, , , , , 
2018/2/25, 43, , , , , 
2018/2/26, 43, , , , , 
2018/2/27, 55, , , , , 
2018/2/28, 60, , , , , 
2018/3/1, 51, , , , , 
2018/3/2, 74, , , , , 
2018/3/3, 67, , , , , 
2018/3/4, 68, , , , , 
2018/3/5, 57, , , , , 
2018/3/6, 65, , , , , 
2018/3/7, 64, , , , , 
2018/3/8, 64, , , , , 
2018/3/9, 64, , , , , 
2018/3/10, 65, , , , , 
2018/3/11, 39, , , , , 
2018/3/12, 39, , , , , 
2018/3/13, 52, , , , , 
2018/3/14, 82, , , , , 
2018/3/15, 67, , , , , 
2018/3/16, 91, , , , , 
